Date,Open,High,Low,Close
02/16/2023,11896.31,12040.34,11853.36,11855.83
02/15/2023,11905.12,12071.29,11876.82,12070.59
02/14/2023,11808.2,11999.85,11760.57,11960.15
02/13/2023,11759.09,11910.92,11719.73,11891.79
2/10/2023,11714.6,11775.8,11630.54,11718.12
2/9/2023,12069.1,12070.96,11745.11,11789.58
2/8/2023,12069.12,12096.39,11890.09,11910.52
2/7/2023,11891.25,12150.22,11836.78,12113.79
2/6/2023,11904.41,11973.41,11843.49,11887.45
2/3/2023,11946.86,12231.31,11946.86,12006.95
2/2/2023,12065.15,12269.56,12024.14,12200.82
2/1/2023,11573.14,11904.02,11500.33,11816.32
01/31/2023,11398.58,11586.01,11398.37,11584.55
01/30/2023,11512.34,11553.31,11388.54,11393.81
01/27/2023,11470.47,11691.89,11470.27,11621.71
01/26/2023,11458.41,11516.05,11341.19,11512.41
01/25/2023,11146.53,11334.22,11069.18,11313.36
01/24/2023,11302.93,11378.15,11282.65,11334.27
01/23/2023,11171.94,11405.5,11144.03,11364.41
01/20/2023,10924.66,11143.17,10885.65,11140.43
01/19/2023,10890.4,10932.52,10804.57,10852.27
01/18/2023,11170.95,11223.41,10952.05,10957.01
01/17/2023,11070,11145.44,11024.72,11095.11
01/13/2023,10906.37,11084.01,10900.16,11079.16
1/12/2023,10969.26,11027.75,10797.12,11001.1
1/11/2023,10794.99,10932.44,10762.73,10931.67
1/10/2023,10607.72,10743.67,10589.6,10742.63
1/9/2023,10662.11,10807.26,10619.12,10635.65
1/6/2023,10363.96,10604.14,10265.04,10569.29
1/5/2023,10390.31,10393.22,10295.25,10305.24
1/4/2023,10467.82,10515.22,10337.64,10458.76
1/3/2023,10562.06,10613.06,10309.16,10386.98
12/30/2022,10368.37,10468.31,10324.7,10466.48
12/29/2022,10321.46,10502.08,10301.06,10478.09
